Name,Type,Magnitude,Distance,Constellation,RA,DEC,Other Names,Description,Url_image
NGC 5873,Planetary nebula,11.0,–,Lupus,15h12m,-38°07',,From Madrid: NGC5873 is not readily observable since it lies so far south that it will never rise more than 11° above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115810_38c301e31702.png
NGC 5874,Galaxy,12.5,51900.0,Bootes,15h07m,+54°45',,"From Madrid: NGC5874 is visible all night. It will become visible around 22:12 (CEST), 40° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 57° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115755_002051462fb9.png
NGC 5875,Galaxy,13.3,–,Bootes,15h09m,+52°31',,"From Madrid: NGC5875 is visible all night. It will become visible around 22:12 (CEST), 39° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 57° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115746_19b1e1861b2b.png
NGC 5876,Galaxy,13.7,65400.0,Bootes,15h09m,+54°30',,"From Madrid: NGC5876 is visible all night. It will become visible around 22:12 (CEST), 39° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 57° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115742_4b30660c3c8b.png
NGC 5877,Double star,–,–,Libra,15h12m,-04°55',,"From Madrid: NGC5877 is visible from soon after it rises, at 21:34, until soon before it sets at 09:06.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_48062930b9e1.png
NGC 5878,Galaxy,11.7,–,Libra,15h13m,-14°16',,"From Madrid: NGC5878 is visible in the morning sky, becoming accessible around 00:26, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:21, 35° above your southern horizon. It will be lost to dawn twilight around 06:12, 22° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115803_3faafc7bb970.png
NGC 5879,Galaxy,11.5,–,Draco,15h09m,+57°00',,"From Madrid: NGC5879 is visible all night. It will become visible around 22:12 (CEST), 40° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 57° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115805_e224c259734d.png
NGC 5880,Galaxy,15.0,51000.0,Libra,15h15m,-14°34',,"From Madrid: NGC5880 is visible in the morning sky, becoming accessible around 00:30, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:22, 35° above your southern horizon. It will be lost to dawn twilight around 06:12, 22° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115729_23388b92f309.png
NGC 5881,Galaxy,14.1,–,Draco,15h06m,+62°58',,"From Madrid: NGC5881 is visible all night because it is circumpolar. It will be highest in the sky at 03:13, 67° above your northern horizon. At dusk, it will become visible around 22:12 (CEST), 42° above your north-eastern horizon. It will be lost to dawn twilight around 06:12, 55° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115739_f33e8152ff80.png
NGC 5882,Planetary nebula,10.2,–,Lupus,15h16m,-45°38',,From Madrid: NGC5882 is not readily observable since it lies so far south that it will never rise more than 3° above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115818_d957c265e160.png
NGC 5883,Galaxy,14.5,–,Libra,15h15m,-14°37',,"From Madrid: NGC5883 is visible in the morning sky, becoming accessible around 00:30, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:22, 34° above your southern horizon. It will be lost to dawn twilight around 06:12, 22° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115734_405b0c08f3f6.png
NGC 5884,Double star,–,–,Bootes,15h13m,+31°51',,"From Madrid: NGC5884 is visible from soon after it rises, at 19:08, until soon before it sets at 11:32.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_9684cd6bf4ee.png
NGC 5885,Galaxy,11.7,19200.0,Libra,15h15m,-10°05',,"From Madrid: NGC5885 is visible in the morning sky, becoming accessible around 00:05, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:22, 39° above your southern horizon. It will be lost to dawn twilight around 06:12, 26° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115803_94a0b80cbc56.png
NGC 5886,Galaxy,14.9,124000.0,Bootes,15h12m,+41°14',,"From Madrid: NGC5886 is visible all night. It will become visible around 22:12 (CEST), 34° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:20, 89° above your northern horizon. It will be lost to dawn twilight around 06:12, 57° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115731_c5ca53700efa.png
NGC 5887,Galaxy,14.9,–,Serpens Caput,15h14m,+01°09',,"From Madrid: NGC5887 is visible in the morning sky, becoming accessible around 23:15, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:22, 50° above your southern horizon. It will be lost to dawn twilight around 06:12, 35° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115731_3178c357a9a7.png
NGC 5888,Galaxy,14.2,–,Bootes,15h13m,+41°15',,"From Madrid: NGC5888 is visible all night. It will become visible around 22:12 (CEST), 34° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:20, 89° above your northern horizon. It will be lost to dawn twilight around 06:12, 57° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115738_46bf0902739d.png
NGC 5889,Galaxy,15.9,–,Bootes,15h13m,+41°19',,"From Madrid: NGC5889 is visible all night. It will become visible around 22:12 (CEST), 34° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:20, 89° above your northern horizon. It will be lost to dawn twilight around 06:12, 57° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115720_b7661eec41e8.png
NGC 5890,Galaxy,14.2,–,Libra,15h17m,-17°35',,"From Madrid: NGC5890 is visible between 00:52 and 05:58. It will become accessible around 00:52, when it rises to an altitude of 21° above your south-eastern horizon. It will reach its highest point in the sky at 03:25, 31° above your southern horizon. It will become inaccessible around 05:58 when it sinks below 21° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115737_76de0ec4758a.png
NGC 5891,Galaxy,14.6,–,Libra,15h16m,-11°29',,"From Madrid: NGC5891 is visible in the morning sky, becoming accessible around 00:13, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:23, 38° above your southern horizon. It will be lost to dawn twilight around 06:12, 25° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115734_8f1f1d76721f.png
NGC 5892,Galaxy,12.2,30850.0,Libra,15h13m,-15°27',Fath 703,"From Madrid: NGC5892 is visible between 00:34 and 06:08. It will become accessible around 00:34, when it rises to an altitude of 21° above your south-eastern horizon. It will reach its highest point in the sky at 03:21, 34° above your southern horizon. It will become inaccessible around 06:08 when it sinks below 21° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115758_6191adb51729.png
NGC 5893,Galaxy,14.1,72400.0,Bootes,15h13m,+41°57',,"From Madrid: NGC5893 is visible all night. It will become visible around 22:12 (CEST), 34° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:21, 88° above your northern horizon. It will be lost to dawn twilight around 06:12, 58° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115739_009057830e2a.png
NGC 5894,Galaxy,13.2,40050.0,Draco,15h11m,+59°48',,"From Madrid: NGC5894 is visible all night. It will become visible around 22:12 (CEST), 40° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 57° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115747_d4d6bc3a9679.png
NGC 5895,Galaxy,15.2,–,Bootes,15h13m,+42°00',,"From Madrid: NGC5895 is visible all night. It will become visible around 22:12 (CEST), 34° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:21, 88° above your northern horizon. It will be lost to dawn twilight around 06:12, 58° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115728_794c0f587be0.png
NGC 5896,Galaxy,15.4,–,Bootes,15h13m,+42°01',,"From Madrid: NGC5896 is visible all night. It will become visible around 22:12 (CEST), 34° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:21, 88° above your northern horizon. It will be lost to dawn twilight around 06:12, 58° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115726_4fbfbb0eb4b5.png
NGC 5897,Globular cluster,8.4,12.4,Libra,15h17m,-21°00',Mel 132,"From Madrid: NGC5897 is visible between 01:19 and 05:30. It will become accessible around 01:19, when it rises to an altitude of 21° above your south-eastern horizon. It will reach its highest point in the sky at 03:24, 28° above your southern horizon. It will become inaccessible around 05:30 when it sinks below 21° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115836_a2117764d539.png
NGC 5898,Galaxy,11.4,–,Libra,15h18m,-24°05',,"From Madrid: NGC5898 is visible between 01:53 and 04:58. It will become accessible around 01:53, when it rises to an altitude of 21° above your south-eastern horizon. It will reach its highest point in the sky at 03:25, 25° above your southern horizon. It will become inaccessible around 04:58 when it sinks below 21° above your southern horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115806_d1b5252c8873.png
NGC 5899,Galaxy,12.3,39200.0,Bootes,15h15m,+42°02',,"From Madrid: NGC5899 is visible all night. It will become visible around 22:12 (CEST), 34° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:22, 88° above your northern horizon. It will be lost to dawn twilight around 06:12, 58° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115757_476ca2a4eb30.png
NGC 5900,Galaxy,13.4,54700.0,Bootes,15h15m,+42°12',,"From Madrid: NGC5900 is visible all night. It will become visible around 22:12 (CEST), 34° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:22, 88° above your northern horizon. It will be lost to dawn twilight around 06:12, 58° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115746_8a90609c8653.png
NGC 5901,Star,–,–,Bootes,15h15m02s,"+42°13'41""",,"From Madrid: NGC5901 is visible from soon after it rises, at 17:53, until soon before it sets at 12:51.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_551d09aae4bc.png
NGC 5902,Galaxy,14.7,–,Bootes,15h14m,+50°19',,"From Madrid: NGC5902 is visible all night. It will become visible around 22:12 (CEST), 37° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 58° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115732_b16cfbf975bc.png
NGC 5903,Galaxy,11.3,33900.0,Libra,15h18m,-24°04',,"From Madrid: NGC5903 is visible between 01:53 and 04:58. It will become accessible around 01:53, when it rises to an altitude of 21° above your south-eastern horizon. It will reach its highest point in the sky at 03:26, 25° above your southern horizon. It will become inaccessible around 04:58 when it sinks below 21° above your southern horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115807_a42b3bb9b610.png
NGC 5904,Globular cluster,5.7,7.5,Serpens Caput,15h18m,+02°04',"M 5, Mel 133","From Madrid: M5 is visible in the morning sky, becoming accessible around 23:12, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:26, 51° above your southern horizon. It will be lost to dawn twilight around 06:12, 36° above your south-western horizon.",https://in-the-sky.org/image.php?style=icon&obj=NGC5904
NGC 5905,Galaxy,12.5,–,Draco,15h15m,+55°31',,"From Madrid: NGC5905 is visible all night. It will become visible around 22:12 (CEST), 39° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 58° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115755_1046d44bb0ef.png
NGC 5906,Duplicate,–,14900.0,Draco,15h15m,+56°19',,"From Madrid: NGC5906 is visible all night. It will become visible around 22:12 (CEST), 39° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 58° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_7aa32a7dd519.png
NGC 5907,Galaxy,10.4,–,Draco,15h15m,+56°19',Splinter Galaxy,"From Madrid: the Splinter Galaxy is visible all night. It will become visible around 22:12 (CEST), 39° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 58° above your north-western horizon.",https://in-the-sky.org/image.php?style=icon&obj=NGC5907
NGC 5908,Galaxy,11.9,–,Draco,15h16m,+55°24',,"From Madrid: NGC5908 is visible all night. It will become visible around 22:12 (CEST), 39° above your north-eastern horizon, as dusk fades to darkness. It will be lost to dawn twilight around 06:12, 58° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115801_dfbd3355cf4a.png
NGC 5909,Galaxy,13.6,–,Ursa Minor,15h11m,+75°23',,From Madrid: NGC5909 is very well placed – it is close enough to the north celestial pole that it is high above the horizon all night.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115744_992d084fdd3e.png
NGC 5910,Galaxy,16.6,–,Serpens Caput,15h19m,+20°53',,"From Madrid: NGC5910 is visible all night. It will become visible around 22:12 (CEST), 22° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:26, 70° above your southern horizon. It will be lost to dawn twilight around 06:12, 49° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115714_1dcf8751af6b.png
NGC 5911,Galaxy,14.6,–,Serpens Caput,15h20m,+03°31',,"From Madrid: NGC5911 is visible in the morning sky, becoming accessible around 23:12, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:27, 53° above your southern horizon. It will be lost to dawn twilight around 06:12, 37° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115734_8b8adbb0bbf4.png
NGC 5912,Galaxy,13.0,–,Ursa Minor,15h11m,+75°23',,From Madrid: NGC5912 is very well placed – it is close enough to the north celestial pole that it is high above the horizon all night.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115750_5b7fec3d2b43.png
NGC 5913,Galaxy,14.2,33200.0,Serpens Caput,15h20m,-02°34',,"From Madrid: NGC5913 is visible in the morning sky, becoming accessible around 23:36, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:28, 47° above your southern horizon. It will be lost to dawn twilight around 06:12, 33° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115738_1020c9de9c0e.png
NGC 5914,Galaxy,15.3,–,Bootes,15h18m,+41°53',,"From Madrid: NGC5914 is visible all night. It will become visible around 22:12 (CEST), 33° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:26, 88° above your northern horizon. It will be lost to dawn twilight around 06:12, 58° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115726_7567090c6644.png
NGC 5915,Galaxy,12.4,23200.0,Libra,15h21m,-13°05',,"From Madrid: NGC5915 is visible in the morning sky, becoming accessible around 00:27, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:29, 36° above your southern horizon. It will be lost to dawn twilight around 06:12, 24° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115755_78249b673637.png
NGC 5916,Galaxy,14.6,–,Libra,15h21m,-13°06',,"From Madrid: NGC5916 is visible in the morning sky, becoming accessible around 00:27, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:28, 36° above your southern horizon. It will be lost to dawn twilight around 06:12, 24° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115734_7d37d108a6af.png
NGC 5917,Galaxy,14.5,–,Libra,15h21m,-07°22',Arp 254,"From Madrid: NGC5917 is visible in the morning sky, becoming accessible around 23:58, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:29, 42° above your southern horizon. It will be lost to dawn twilight around 06:12, 29° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115735_96967d21f76a.png
NGC 5918,Galaxy,13.9,64800.0,Bootes,15h19m,+45°52',,"From Madrid: NGC5918 is visible all night. It will become visible around 22:12 (CEST), 35° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:26, 84° above your northern horizon. It will be lost to dawn twilight around 06:12, 59° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115740_c2b8bc4d3fe3.png
NGC 5919,Galaxy,14.4,218000.0,Serpens Caput,15h21m,+07°43',,"From Madrid: NGC5919 is visible in the morning sky, becoming accessible around 22:58, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:29, 57° above your southern horizon. It will be lost to dawn twilight around 06:12, 41° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115735_28d4dca21eee.png
NGC 5920,Galaxy,13.8,218000.0,Serpens Caput,15h21m,+07°42',,"From Madrid: NGC5920 is visible in the morning sky, becoming accessible around 22:58, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:29, 57° above your southern horizon. It will be lost to dawn twilight around 06:12, 41° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115742_ce8a894f2fc0.png
NGC 5921,Galaxy,11.0,–,Serpens Caput,15h21m,+05°04',,"From Madrid: NGC5921 is visible in the morning sky, becoming accessible around 23:08, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:29, 54° above your southern horizon. It will be lost to dawn twilight around 06:12, 39° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115809_9156745bc1da.png
NGC 5922,Duplicate,–,–,Bootes,15h21m,+41°43',,"From Madrid: NGC5922 is visible from soon after it rises, at 18:04, until soon before it sets at 12:52.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_b7c36d0b1226.png
NGC 5923,Galaxy,13.1,–,Bootes,15h21m,+41°43',,"From Madrid: NGC5923 is visible all night. It will become visible around 22:12 (CEST), 33° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:28, 88° above your northern horizon. It will be lost to dawn twilight around 06:12, 59° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115748_0b72d522ed02.png
NGC 5924,Galaxy,15.3,–,Corona Borealis,15h22m,+31°13',,"From Madrid: NGC5924 is visible all night. It will become visible around 22:12 (CEST), 27° above your eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:29, 80° above your southern horizon. It will be lost to dawn twilight around 06:12, 56° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115726_3b5d228911fc.png
NGC 5925,Open cluster,8.4,–,Norma,15h27m,-54°31',Cr 291,From Madrid: NGC5925 is not observable because it lies so far south that it never rises above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115836_634c619fd3b3.png
NGC 5926,Galaxy,14.7,–,Serpens Caput,15h23m,+12°42',,"From Madrid: NGC5926 is visible in the morning sky, becoming accessible around 22:43, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:30, 62° above your southern horizon. It will be lost to dawn twilight around 06:12, 45° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115732_9666b7a66c33.png
NGC 5927,Globular cluster,8.0,7.6,Lupus,15h28m,-50°40',Mel 134,From Madrid: NGC5927 is not observable because it lies so far south that it never rises above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115840_ff0661e8b72b.png
NGC 5928,Galaxy,13.7,62300.0,Serpens Caput,15h26m,+18°04',,"From Madrid: NGC5928 is visible in the morning sky, becoming accessible around 22:28, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:33, 67° above your southern horizon. It will be lost to dawn twilight around 06:12, 49° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115743_aef94f859d3f.png
NGC 5929,Galaxy,14.0,–,Bootes,15h26m,+41°40',,"From Madrid: NGC5929 is visible all night. It will become visible around 22:12 (CEST), 32° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:33, 88° above your northern horizon. It will be lost to dawn twilight around 06:12, 60° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115740_b99091709806.png
NGC 5930,Galaxy,12.5,–,Bootes,15h26m,+41°40',,"From Madrid: NGC5930 is visible all night. It will become visible around 22:12 (CEST), 32° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:33, 88° above your northern horizon. It will be lost to dawn twilight around 06:12, 60° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115754_8185a4983b76.png
NGC 5931,Galaxy,14.5,220000.0,Serpens Caput,15h29m,+07°34',,"From Madrid: NGC5931 is visible in the morning sky, becoming accessible around 23:07, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:36, 57° above your southern horizon. It will be lost to dawn twilight around 06:12, 42° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115735_ae28758a013e.png
NGC 5932,Galaxy,14.8,157000.0,Bootes,15h26m,+48°36',,"From Madrid: NGC5932 is visible all night. It will become visible around 22:12 (CEST), 35° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:34, 81° above your northern horizon. It will be lost to dawn twilight around 06:12, 60° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115731_376684b7fbe3.png
NGC 5933,Galaxy,15.6,157000.0,Bootes,15h27m,+48°36',,"From Madrid: NGC5933 is visible all night. It will become visible around 22:12 (CEST), 35° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:34, 81° above your northern horizon. It will be lost to dawn twilight around 06:12, 61° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115724_d71822373fa5.png
NGC 5934,Galaxy,14.4,–,Bootes,15h28m,+42°55',,"From Madrid: NGC5934 is visible all night. It will become visible around 22:12 (CEST), 32° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:35, 87° above your northern horizon. It will be lost to dawn twilight around 06:12, 60° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115735_93a4038911bb.png
NGC 5935,Galaxy,14.8,–,Bootes,15h28m,+42°56',,"From Madrid: NGC5935 is visible all night. It will become visible around 22:12 (CEST), 32° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:35, 87° above your northern horizon. It will be lost to dawn twilight around 06:12, 60° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115731_db9401ca5d5f.png
NGC 5936,Galaxy,12.5,50000.0,Serpens Caput,15h30m,+12°59',,"From Madrid: NGC5936 is visible in the morning sky, becoming accessible around 22:49, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:37, 62° above your southern horizon. It will be lost to dawn twilight around 06:12, 46° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115755_b5250a24a9a0.png
NGC 5937,Galaxy,13.1,38400.0,Serpens Caput,15h30m,-02°49',,"From Madrid: NGC5937 is visible in the morning sky, becoming accessible around 23:47, when it reaches an altitude of 21° above your south-eastern horizon. It will then reach its highest point in the sky at 03:38, 46° above your southern horizon. It will be lost to dawn twilight around 06:12, 34° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115749_0a3dc12b1bf7.png
NGC 5938,Galaxy,11.5,27000.0,Triangulum Australe,15h36m,-66°51',,From Madrid: NGC5938 is not observable because it lies so far south that it never rises above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115805_0c00b50197e3.png
NGC 5939,Galaxy,13.7,84000.0,Ursa Minor,15h24m,+68°43',,"From Madrid: NGC5939 is visible all night because it is circumpolar. It will be highest in the sky at 03:32, 61° above your northern horizon. At dusk, it will become visible around 22:12 (CEST), 40° above your north-eastern horizon. It will be lost to dawn twilight around 06:12, 54° above your north-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115743_de7ef0b28ca7.png
NGC 5940,Galaxy,14.3,–,Serpens Caput,15h31m,+07°27',Mrk 1511,"From Madrid: NGC5940 is visible in the morning sky, becoming accessible around 23:09, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:38, 57° above your southern horizon. It will be lost to dawn twilight around 06:12, 42° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115737_100a9ac104b9.png
NGC 5941,Galaxy,14.9,131000.0,Serpens Caput,15h31m,+07°20',,"From Madrid: NGC5941 is visible in the morning sky, becoming accessible around 23:10, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:39, 56° above your southern horizon. It will be lost to dawn twilight around 06:12, 42° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115730_49e02a250ab8.png
NGC 5942,Galaxy,15.3,–,Serpens Caput,15h31m,+07°18',,"From Madrid: NGC5942 is visible in the morning sky, becoming accessible around 23:10, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:39, 56° above your southern horizon. It will be lost to dawn twilight around 06:12, 42° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115727_61fd71f2b4c7.png
NGC 5943,Galaxy,14.4,–,Bootes,15h29m,+42°46',,"From Madrid: NGC5943 is visible all night. It will become visible around 22:12 (CEST), 32° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:37, 87° above your northern horizon. It will be lost to dawn twilight around 06:12, 61° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115735_c05a53feeb55.png
NGC 5944,Galaxy,15.9,–,Serpens Caput,15h31m,+07°18',,"From Madrid: NGC5944 is visible in the morning sky, becoming accessible around 23:10, when it reaches an altitude of 21° above your eastern horizon. It will then reach its highest point in the sky at 03:39, 56° above your southern horizon. It will be lost to dawn twilight around 06:12, 42° above your south-western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115721_ab5151fed5d9.png
NGC 5945,Galaxy,14.2,60250.0,Bootes,15h29m,+42°55',,"From Madrid: NGC5945 is visible all night. It will become visible around 22:12 (CEST), 32° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:37, 87° above your northern horizon. It will be lost to dawn twilight around 06:12, 61° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115738_9d574d56d964.png
NGC 5946,Globular cluster,8.4,10.6,Norma,15h35m,-50°39',Mel 135,From Madrid: NGC5946 is not observable because it lies so far south that it never rises above the horizon.,https://in-the-sky.org/image.php?style=medium&userimg=19910715_115836_60edaef130d8.png
NGC 5947,Galaxy,14.6,–,Bootes,15h30m,+42°43',,"From Madrid: NGC5947 is visible all night. It will become visible around 22:12 (CEST), 32° above your north-eastern horizon, as dusk fades to darkness. It will then reach its highest point in the sky at 03:38, 87° above your northern horizon. It will be lost to dawn twilight around 06:12, 61° above your western horizon.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115734_d3ba8d15cde7.png
NGC 5948,Double star,–,–,Serpens Caput,15h32m,+03°58',,"From Madrid: NGC5948 is visible from soon after it rises, at 21:23, until soon before it sets at 09:57.",https://in-the-sky.org/image.php?style=medium&userimg=19910715_115320_a5789a2c8ea6.png
